,ID,Description,human_SYMBOL,human_log2FoldChange,human_padj,human_sig,mouse_SYMBOL,mouse_log2FoldChange,mouse_padj,mouse_sig,sig
225,hsa00280,"Valine, leucine and isoleucine degradation",DBT,-0.728392183,0.247880666,none,Dbt,0.772510753,0.022430593,none,none
226,hsa00280,"Valine, leucine and isoleucine degradation",DLD,2.672763523,7.19E-08,up,Dld,1.53124752,6.13E-06,up,same
227,hsa00280,"Valine, leucine and isoleucine degradation",ACADS,3.06925798,8.35E-09,up,Acads,2.302161972,0.000123673,up,same
228,hsa00280,"Valine, leucine and isoleucine degradation",ACADM,6.105361748,1.44E-37,up,Acadm,1.683168863,1.16E-10,up,same
229,hsa00280,"Valine, leucine and isoleucine degradation",IVD,1.549361865,0.003312411,up,Ivd,-1.603170319,5.03E-06,down,diff
230,hsa00280,"Valine, leucine and isoleucine degradation",ACADSB,0.157097654,0.827733891,none,Acadsb,-1.672456293,1.35E-10,down,none
231,hsa00280,"Valine, leucine and isoleucine degradation",ACAD8,1.969635201,0.000188808,up,Acad8,1.991974423,1.56E-07,up,same
232,hsa00280,"Valine, leucine and isoleucine degradation",HADHA,2.179724804,8.64E-07,up,Hadha,2.994083537,4.62E-33,up,same
233,hsa00280,"Valine, leucine and isoleucine degradation",EHHADH,2.459332727,0.113693428,none,Ehhadh,-3.353750454,0.028491528,down,none
234,hsa00280,"Valine, leucine and isoleucine degradation",ECHS1,3.171617256,5.93E-15,up,Echs1,1.386618501,2.99E-06,none,none
235,hsa00280,"Valine, leucine and isoleucine degradation",HADH,1.089896469,0.030868337,none,Hadh,5.779047754,5.79E-60,up,none
236,hsa00280,"Valine, leucine and isoleucine degradation",HSD17B10,2.558507531,3.24E-09,up,Hsd17b10,4.003958522,7.81E-16,up,same
237,hsa00280,"Valine, leucine and isoleucine degradation",ACAA1,0.830289997,0.095545421,none,Acaa1a,1.333807812,0.017803371,none,none
238,hsa00280,"Valine, leucine and isoleucine degradation",ACAA2,2.554244881,6.34E-07,up,Acaa2,6.993622827,6.66E-59,up,same
239,hsa00280,"Valine, leucine and isoleucine degradation",HADHB,3.726861647,1.30E-17,up,Hadhb,1.330809588,5.82E-08,none,none
240,hsa00280,"Valine, leucine and isoleucine degradation",PCCA,1.966825059,0.000961101,up,Pcca,0.409766572,0.316702645,none,none
241,hsa00280,"Valine, leucine and isoleucine degradation",PCCB,1.454162033,0.002694749,none,Pccb,0.913576032,0.005590486,none,none
242,hsa00280,"Valine, leucine and isoleucine degradation",MCEE,2.020472848,0.013991634,up,Mcee,1.430760268,0.106656231,none,none
243,hsa00280,"Valine, leucine and isoleucine degradation",HIBCH,1.511045588,0.003725201,up,Hibch,4.141436364,1.99E-16,up,same
244,hsa00280,"Valine, leucine and isoleucine degradation",HIBADH,1.693826278,0.015472282,up,Hibadh,0.126869814,0.724233364,none,none
245,hsa00280,"Valine, leucine and isoleucine degradation",ALDH6A1,2.275734775,0.001404481,up,Aldh6a1,-0.546440587,0.241891765,none,none
246,hsa00280,"Valine, leucine and isoleucine degradation",ALDH2,3.622725091,4.44E-14,up,Aldh2,0.896156031,0.038757786,none,none
247,hsa00280,"Valine, leucine and isoleucine degradation",ALDH3A2,3.403652778,3.27E-08,up,Aldh3a2,1.930358055,2.79E-09,up,same
248,hsa00280,"Valine, leucine and isoleucine degradation",ALDH1B1,3.463939794,3.66E-07,up,Aldh1b1,0.276528136,0.863176211,none,none
249,hsa00280,"Valine, leucine and isoleucine degradation",ALDH7A1,-0.072553099,0.91286917,none,Aldh7a1,-1.211194829,0.017198096,none,none
250,hsa00280,"Valine, leucine and isoleucine degradation",ALDH9A1,-0.540947595,0.349528094,none,Aldh9a1,-1.121353895,1.10E-09,none,none
251,hsa00280,"Valine, leucine and isoleucine degradation",AOX1,-0.715516921,0.521087531,none,Aox1,-0.247020727,0.866782094,none,none
252,hsa00280,"Valine, leucine and isoleucine degradation",ACSF3,2.765985042,1.90E-05,up,Acsf3,5.286674494,4.44E-08,up,same
253,hsa00280,"Valine, leucine and isoleucine degradation",ABAT,-2.101502514,0.011169663,down,Abat,-2.496291284,2.65E-06,down,same
254,hsa00280,"Valine, leucine and isoleucine degradation",AGXT2,-2.484531716,NA,NA,Agxt2,-3.139559838,NA,NA,NA
255,hsa00280,"Valine, leucine and isoleucine degradation",MCCC1,2.275875161,0.01440981,up,Mccc1,3.734185023,2.48E-31,up,same
256,hsa00280,"Valine, leucine and isoleucine degradation",MCCC2,2.541955038,3.95E-08,up,Mccc2,2.50079933,3.37E-09,up,same
257,hsa00280,"Valine, leucine and isoleucine degradation",AUH,3.142633218,4.91E-09,up,Auh,-3.174554569,9.23E-13,down,diff
258,hsa00280,"Valine, leucine and isoleucine degradation",HMGCL,0.550560225,0.431843741,none,Hmgcl,2.028992241,1.49E-09,up,none
259,hsa00280,"Valine, leucine and isoleucine degradation",HMGCLL1,-2.182830442,NA,NA,Hmgcll1,-9.000259564,9.60E-42,down,NA
260,hsa00280,"Valine, leucine and isoleucine degradation",OXCT1,-4.580641958,0.004951327,down,Oxct1,2.002367608,1.73E-11,up,diff
261,hsa00280,"Valine, leucine and isoleucine degradation",AACS,-1.279482309,0.069987906,none,Aacs,0.840909067,0.007725205,none,none
262,hsa00280,"Valine, leucine and isoleucine degradation",ACAT2,2.611569386,1.10E-07,up,Acat3,0.366443628,0.686551555,none,none
263,hsa00280,"Valine, leucine and isoleucine degradation",ACAT2,2.611569386,1.10E-07,up,Acat2,3.090153865,1.82E-31,up,same
264,hsa00280,"Valine, leucine and isoleucine degradation",ACAT1,2.535916418,7.21E-08,up,Acat1,-2.41187751,2.05E-17,down,diff
265,hsa00280,"Valine, leucine and isoleucine degradation",HMGCS1,1.064583157,0.23247143,none,Hmgcs1,-1.499322458,0.000146713,none,none
266,hsa00280,"Valine, leucine and isoleucine degradation",HMGCS2,3.365180318,NA,NA,Hmgcs2,4.317628345,0.038970391,up,NA
267,hsa00520,Amino sugar and nucleotide sugar metabolism,CHIT1,0.188071737,NA,none,Chit1,-3.938618738,7.19E-11,down,none
268,hsa00520,Amino sugar and nucleotide sugar metabolism,HEXA,-0.598580174,0.392668307,none,Hexa,6.308676747,1.04E-48,up,none
269,hsa00520,Amino sugar and nucleotide sugar metabolism,HEXB,-0.646318225,0.261899029,none,Hexb,-0.519660904,0.149467979,none,none
270,hsa00520,Amino sugar and nucleotide sugar metabolism,NAGK,2.815140062,3.22E-07,up,Nagk,4.221511428,8.73E-16,up,same
271,hsa00520,Amino sugar and nucleotide sugar metabolism,AMDHD2,-0.11858836,0.87061066,none,Amdhd2,2.73619564,4.34E-10,up,none
272,hsa00520,Amino sugar and nucleotide sugar metabolism,GNPDA1,3.065899146,1.97E-09,up,Gnpda1,3.252158795,2.05E-34,up,same
273,hsa00520,Amino sugar and nucleotide sugar metabolism,GNPDA2,-2.40264343,0.000286118,down,Gnpda2,-2.671158889,5.74E-11,down,same
274,hsa00520,Amino sugar and nucleotide sugar metabolism,HK3,1.190043308,NA,none,Hk3,4.217356167,0.27342667,none,none
275,hsa00520,Amino sugar and nucleotide sugar metabolism,HK1,0.634342954,0.27847629,none,Hk1,0.264187904,0.532336933,none,none
276,hsa00520,Amino sugar and nucleotide sugar metabolism,HK2,-2.274393579,5.72E-08,down,Hk2,2.767863208,2.64E-12,up,diff
277,hsa00520,Amino sugar and nucleotide sugar metabolism,HKDC1,-3.031267537,NA,NA,Hkdc1,3.522106683,0.008199107,up,NA
278,hsa00520,Amino sugar and nucleotide sugar metabolism,GFPT2,-0.093725482,0.939176426,none,Gfpt2,-2.865781174,0.008176916,down,none
279,hsa00520,Amino sugar and nucleotide sugar metabolism,GFPT1,1.174402963,0.007657148,none,Gfpt1,-0.718415943,0.010568559,none,none
280,hsa00520,Amino sugar and nucleotide sugar metabolism,GNPNAT1,1.645481251,0.000203876,up,Gnpnat1,-0.300743535,0.818350822,none,none
281,hsa00520,Amino sugar and nucleotide sugar metabolism,PGM3,1.042239206,0.069527362,none,Pgm3,-1.503036666,0.015924077,down,none
282,hsa00520,Amino sugar and nucleotide sugar metabolism,GALK2,2.778937107,0.006683769,up,Galk2,1.62892649,0.076671695,none,none
283,hsa00520,Amino sugar and nucleotide sugar metabolism,UAP1,-0.259278245,0.629136094,none,Uap1,0.084108359,0.785936832,none,none
284,hsa00520,Amino sugar and nucleotide sugar metabolism,UAP1L1,2.977898066,1.38E-05,up,Uap1l1,0.62526148,0.279695732,none,none
285,hsa00520,Amino sugar and nucleotide sugar metabolism,GNE,2.317558735,0.028552586,up,Gne,-0.622818292,0.101792457,none,none
286,hsa00520,Amino sugar and nucleotide sugar metabolism,RENBP,-2.889141389,0.309685571,none,Renbp,2.679825072,1.00E-21,up,none
287,hsa00520,Amino sugar and nucleotide sugar metabolism,NANS,-0.425027109,0.404527438,none,Nans,-0.704895858,0.080481084,none,none
288,hsa00520,Amino sugar and nucleotide sugar metabolism,NANP,0.571612265,0.43680861,none,Nanp,0.818572127,0.758193316,none,none
289,hsa00520,Amino sugar and nucleotide sugar metabolism,NPL,-0.17859307,0.864431968,none,Npl,1.62590125,0.000823488,up,none
290,hsa00520,Amino sugar and nucleotide sugar metabolism,CMAS,3.606587711,1.32E-13,up,Cmas,-1.474400757,7.16E-07,none,none
291,hsa00520,Amino sugar and nucleotide sugar metabolism,CYB5R1,1.530520569,0.025106849,up,Cyb5r1,6.510304105,9.25E-29,up,same
292,hsa00520,Amino sugar and nucleotide sugar metabolism,CYB5R2,1.865393186,0.028221146,up,Cyb5r2,-1.149253744,0.092481723,none,none
293,hsa00520,Amino sugar and nucleotide sugar metabolism,CYB5RL,1.844335467,0.079511492,none,Cyb5rl,-0.643653986,0.221326644,none,none
294,hsa00520,Amino sugar and nucleotide sugar metabolism,CYB5R4,2.269279472,0.0001969,up,Cyb5r4,-1.848952568,1.01E-10,down,diff
295,hsa00520,Amino sugar and nucleotide sugar metabolism,UXS1,-2.613093505,1.17E-09,down,Uxs1,-1.7253393,2.76E-05,down,same
296,hsa00520,Amino sugar and nucleotide sugar metabolism,GCK,-2.661492655,0.011345008,down,Gck,-3.782115688,0.022599626,down,same
297,hsa00520,Amino sugar and nucleotide sugar metabolism,PGM1,2.661440347,1.76E-05,up,Pgm2,2.020515999,2.05E-07,up,same
298,hsa00520,Amino sugar and nucleotide sugar metabolism,PGM2,4.397619812,2.10E-24,up,Pgm1,2.823430887,5.98E-05,up,same
299,hsa00520,Amino sugar and nucleotide sugar metabolism,UGP2,3.212084662,8.15E-16,up,Ugp2,1.456936834,4.65E-05,none,none
300,hsa00520,Amino sugar and nucleotide sugar metabolism,UGDH,1.633059756,0.000426623,up,Ugdh,2.527933388,3.65E-07,up,same
301,hsa00520,Amino sugar and nucleotide sugar metabolism,GALK1,4.406938926,7.96E-08,up,Galk1,4.821343031,3.78E-49,up,same
302,hsa00520,Amino sugar and nucleotide sugar metabolism,GALT,-0.239176646,0.878304501,none,Galt,1.542003383,5.93E-06,up,none
303,hsa00520,Amino sugar and nucleotide sugar metabolism,GALE,3.521990308,1.49E-12,up,Gale,0.040442536,0.958323353,none,none
304,hsa00520,Amino sugar and nucleotide sugar metabolism,GPI,3.030878781,7.86E-14,up,Gpi1,2.38045608,2.20E-08,up,same
305,hsa00520,Amino sugar and nucleotide sugar metabolism,MPI,2.300665968,1.08E-06,up,Mpi,1.818131136,0.002857507,up,same
306,hsa00520,Amino sugar and nucleotide sugar metabolism,PMM2,0.817246982,0.095517734,none,Pmm2,1.734497923,0.001498396,up,none
307,hsa00520,Amino sugar and nucleotide sugar metabolism,PMM1,-1.661868453,0.00070152,down,Pmm1,2.061854223,3.53E-10,up,diff
308,hsa00520,Amino sugar and nucleotide sugar metabolism,GMPPB,2.074506179,1.57E-05,up,Gmppb,3.882452653,0.000110256,up,same
309,hsa00520,Amino sugar and nucleotide sugar metabolism,GMPPA,3.033351643,2.24E-09,up,Gmppa,4.058560107,1.79E-13,up,same
310,hsa00520,Amino sugar and nucleotide sugar metabolism,GMDS,0.260700137,0.698492723,none,Gmds,-1.10036618,0.036702905,none,none
311,hsa00520,Amino sugar and nucleotide sugar metabolism,FPGT,2.423938534,0.019426055,up,Fpgt,-5.451024484,7.58E-117,down,diff
312,hsa00020,Citrate cycle (TCA cycle),CS,0.176494239,0.752491123,none,Cs,-1.409678315,4.78E-11,none,none
313,hsa00020,Citrate cycle (TCA cycle),ACLY,-0.275198265,0.646579279,none,Acly,1.674806169,3.55E-07,up,none
314,hsa00020,Citrate cycle (TCA cycle),ACO2,1.241675444,0.008529961,none,Aco2,2.163436068,2.40E-16,up,none
315,hsa00020,Citrate cycle (TCA cycle),ACO1,1.891953656,0.00028904,up,Aco1,3.077964475,1.76E-28,up,same
316,hsa00020,Citrate cycle (TCA cycle),IDH1,4.850882963,3.46E-33,up,Idh1,4.283303212,4.98E-49,up,same
317,hsa00020,Citrate cycle (TCA cycle),IDH2,-4.316068607,9.00E-22,down,Idh2,4.668722849,4.31E-10,up,diff
318,hsa00020,Citrate cycle (TCA cycle),IDH3B,2.558099689,1.14E-09,up,Idh3b,2.997882575,1.48E-26,up,same
319,hsa00020,Citrate cycle (TCA cycle),IDH3G,2.042662423,7.28E-06,up,Idh3g,0.925705277,1.62E-08,none,none
320,hsa00020,Citrate cycle (TCA cycle),IDH3A,3.46791774,2.40E-10,up,Idh3a,1.219614709,9.17E-06,none,none
321,hsa00020,Citrate cycle (TCA cycle),OGDHL,-0.01990492,0.990442693,none,Ogdhl,3.076178148,1.16E-07,up,none
322,hsa00020,Citrate cycle (TCA cycle),OGDH,-0.128156439,0.864278359,none,Ogdh,0.860618577,0.021454252,none,none
323,hsa00020,Citrate cycle (TCA cycle),DLST,-3.018970996,2.07E-07,down,Dlst,1.106804408,4.96E-05,none,none
324,hsa00020,Citrate cycle (TCA cycle),DLD,2.672763523,7.19E-08,up,Dld,1.53124752,6.13E-06,up,same
325,hsa00020,Citrate cycle (TCA cycle),SUCLG1,3.57117435,8.66E-10,up,Suclg1,6.571492407,6.48E-55,up,same
326,hsa00020,Citrate cycle (TCA cycle),SUCLG2,2.21238057,0.000313859,up,Suclg2,0.371606256,0.09379974,none,none
327,hsa00020,Citrate cycle (TCA cycle),SUCLA2,3.99244862,2.44E-20,up,Sucla2,2.190855455,2.56E-08,up,same
328,hsa00020,Citrate cycle (TCA cycle),SDHA,0.434728602,0.550967118,none,Sdha,1.864015408,3.75E-10,up,none
329,hsa00020,Citrate cycle (TCA cycle),SDHB,2.011269803,9.45E-07,up,Sdhb,3.672015364,1.17E-26,up,same
330,hsa00020,Citrate cycle (TCA cycle),SDHC,-1.009767819,0.09683067,none,Sdhc,2.387928617,2.06E-11,up,none
331,hsa00020,Citrate cycle (TCA cycle),SDHD,4.394445304,1.49E-20,up,Sdhd,5.570650905,2.51E-17,up,same
332,hsa00020,Citrate cycle (TCA cycle),FH,1.399368366,0.005643919,none,Fh1,1.912263286,3.21E-07,up,none
333,hsa00020,Citrate cycle (TCA cycle),MDH1,5.389091512,6.91E-42,up,Mdh1,2.649929994,1.30E-19,up,same
334,hsa00020,Citrate cycle (TCA cycle),MDH2,4.208503813,3.00E-27,up,Mdh2,1.751294178,4.62E-15,up,same
335,hsa00020,Citrate cycle (TCA cycle),PC,-0.632705738,0.347132936,none,Pcx,-2.782528226,0.001070711,down,none
336,hsa00020,Citrate cycle (TCA cycle),PCK1,-2.895941812,NA,NA,Pck1,1.668312168,NA,NA,NA
337,hsa00020,Citrate cycle (TCA cycle),PCK2,0.707516136,0.514962191,none,Pck2,0.405100671,0.488374256,none,none
338,hsa00020,Citrate cycle (TCA cycle),PDHA1,3.626181815,6.98E-18,up,Pdha1,1.801390869,1.44E-13,up,same
339,hsa00020,Citrate cycle (TCA cycle),PDHB,3.655443719,1.10E-12,up,Pdhb,0.703592144,0.019584051,none,none
340,hsa00020,Citrate cycle (TCA cycle),DLAT,5.712384295,3.49E-39,up,Dlat,1.014297444,0.002432129,none,none
341,hsa00270,Cysteine and methionine metabolism,CTH,12.5897948,2.77E-15,up,Cth,-0.616108771,0.007723167,none,none
342,hsa00270,Cysteine and methionine metabolism,CBS,7.264490487,9.28E-08,up,Cbs,2.596555802,2.87E-12,up,same
343,hsa00270,Cysteine and methionine metabolism,CBS,7.264490487,9.28E-08,up,Cbs,2.596555802,2.87E-12,up,same
344,hsa00270,Cysteine and methionine metabolism,BHMT,2.581650896,0.000141398,up,Bhmt,6.679986397,3.48E-59,up,same
345,hsa00270,Cysteine and methionine metabolism,BHMT2,-1.130039928,0.640528099,none,Bhmt2,0.731988237,0.410423082,none,none
346,hsa00270,Cysteine and methionine metabolism,MTR,-1.012171978,0.105066294,none,Mtr,-0.85233948,0.002803466,none,none
347,hsa00270,Cysteine and methionine metabolism,MAT2B,1.840856747,0.000170945,up,Mat2b,-4.115907634,5.22E-44,down,diff
348,hsa00270,Cysteine and methionine metabolism,MAT1A,-5.000713662,0.004296132,down,Mat1a,-9.007043957,4.73E-12,down,same
349,hsa00270,Cysteine and methionine metabolism,MAT2A,-0.60322071,0.222497977,none,Mat2a,0.114250273,0.724061938,none,none
350,hsa00270,Cysteine and methionine metabolism,AMD1,-1.187086074,0.027591759,none,Amd1,-1.542208208,1.33E-14,down,none
351,hsa00270,Cysteine and methionine metabolism,AMD1,-1.187086074,0.027591759,none,Amd2,-1.730699811,1.54E-08,down,none
352,hsa00270,Cysteine and methionine metabolism,SRM,1.410528817,0.003264391,none,Srm,1.732274129,4.48E-08,up,none
353,hsa00270,Cysteine and methionine metabolism,SMS,-0.009517904,0.987414353,none,Sms,-0.911320572,5.24E-05,none,none
354,hsa00270,Cysteine and methionine metabolism,MTAP,3.67053042,4.38E-10,up,Mtap,0.510920054,0.162147051,none,none
355,hsa00270,Cysteine and methionine metabolism,LACC1,-4.508620514,4.84E-11,down,Lacc1,6.391021042,4.61E-05,up,diff
356,hsa00270,Cysteine and methionine metabolism,MRI1,3.399802496,0.010051524,up,Mri1,1.18518635,0.026364475,none,none
357,hsa00270,Cysteine and methionine metabolism,APIP,4.651000186,1.75E-22,up,Apip,-1.068365024,0.00412803,none,none
358,hsa00270,Cysteine and methionine metabolism,ENOPH1,2.530359809,9.49E-06,up,Enoph1,-0.403151835,0.266539178,none,none
359,hsa00270,Cysteine and methionine metabolism,ADI1,4.790454213,4.10E-27,up,Adi1,1.146678799,0.000739364,none,none
360,hsa00270,Cysteine and methionine metabolism,TAT,-5.165186109,0.04334381,down,Tat,7.026955373,2.61E-08,up,diff
361,hsa00270,Cysteine and methionine metabolism,IL4I1,-1.15270922,0.60098565,none,Il4i1,0.99330289,0.748801173,none,none
362,hsa00270,Cysteine and methionine metabolism,GNMT,-2.484531716,NA,NA,Gnmt,-2.380306255,0.15448605,none,none
363,hsa00270,Cysteine and methionine metabolism,DNMT1,-5.261764812,2.02E-33,down,Dnmt1,-0.548325579,0.009096062,none,none
364,hsa00270,Cysteine and methionine metabolism,DNMT3A,0.411057147,0.549698257,none,Dnmt3a,-1.288061251,4.54E-05,none,none
365,hsa00270,Cysteine and methionine metabolism,DNMT3B,3.544658348,8.08E-17,up,Dnmt3b,1.868176701,6.18E-15,up,same
366,hsa00270,Cysteine and methionine metabolism,AHCYL2,0.274686579,0.66651905,none,Ahcyl2,-0.012451081,0.976030833,none,none
367,hsa00270,Cysteine and methionine metabolism,AHCYL1,3.721502511,8.48E-17,up,Ahcyl1,0.047558408,0.83986685,none,none
368,hsa00270,Cysteine and methionine metabolism,AHCY,2.30753516,2.74E-08,up,Ahcy,6.693383719,2.82E-18,up,same
369,hsa00270,Cysteine and methionine metabolism,BCAT2,-0.467651272,0.482445675,none,Bcat2,-0.315994064,0.590653532,none,none
370,hsa00270,Cysteine and methionine metabolism,BCAT1,3.589545637,1.83E-18,up,Bcat1,2.169248422,3.27E-17,up,same
371,hsa00270,Cysteine and methionine metabolism,AGXT2,-2.484531716,NA,NA,Agxt2,-3.139559838,NA,NA,NA
372,hsa00270,Cysteine and methionine metabolism,GCLC,2.808600111,5.85E-07,up,Gclc,0.35209363,0.446041021,none,none
373,hsa00270,Cysteine and methionine metabolism,GCLM,4.64770378,1.81E-13,up,Gclm,1.537277468,1.21E-08,up,same
374,hsa00270,Cysteine and methionine metabolism,GSS,2.432047104,0.206971279,none,Gss,4.961543548,4.00E-73,up,none
375,hsa00270,Cysteine and methionine metabolism,CDO1,6.081190389,9.87E-11,up,Cdo1,-6.101809664,5.41E-71,down,diff
376,hsa00270,Cysteine and methionine metabolism,GOT1,1.955615888,0.000217975,up,Got1,2.763930207,3.21E-20,up,same
377,hsa00270,Cysteine and methionine metabolism,GOT1L1,-2.895941812,NA,NA,Got1l1,3.719426773,1.90E-09,up,NA
378,hsa00270,Cysteine and methionine metabolism,GOT2,3.457575494,1.15E-17,up,Got2,1.608084013,7.85E-06,up,same
379,hsa00270,Cysteine and methionine metabolism,MPST,2.518590564,7.16E-07,up,Mpst,-0.609050303,0.37144946,none,none
380,hsa00270,Cysteine and methionine metabolism,TST,2.681137492,0.00440573,up,Tst,5.792934107,1.54E-07,up,same
381,hsa00270,Cysteine and methionine metabolism,LDHA,1.722591356,0.006156167,up,Ldha,-2.636764507,2.04E-08,down,diff
382,hsa00270,Cysteine and methionine metabolism,LDHB,4.771566813,2.73E-29,up,Ldhb,-7.13705358,1.06E-07,down,diff
383,hsa00270,Cysteine and methionine metabolism,LDHC,-4.380338479,5.84E-08,down,Ldhc,-5.047265081,8.66E-09,down,same
384,hsa00270,Cysteine and methionine metabolism,MDH1,5.389091512,6.91E-42,up,Mdh1,2.649929994,1.30E-19,up,same
385,hsa00270,Cysteine and methionine metabolism,MDH2,4.208503813,3.00E-27,up,Mdh2,1.751294178,4.62E-15,up,same
386,hsa00270,Cysteine and methionine metabolism,SDS,-8.427295463,7.17E-06,down,Sds,-0.058713509,NA,none,none
387,hsa00270,Cysteine and methionine metabolism,PHGDH,3.642589707,1.48E-06,up,Phgdh,2.090720843,2.23E-05,up,same
388,hsa00270,Cysteine and methionine metabolism,PSAT1,5.601491951,0.007317323,up,Psat1,0.772255381,0.007094875,none,none
389,hsa00480,Glutathione metabolism,GGT7,-1.347367676,0.290182178,none,Ggt7,-5.719469636,0.003324733,down,none
390,hsa00480,Glutathione metabolism,GGT6,-9.528951757,4.06E-08,down,Ggt6,-3.210057928,3.39E-06,down,same
391,hsa00480,Glutathione metabolism,GGT1,0.272725367,NA,none,Ggt1,5.834283981,2.12E-32,up,none
392,hsa00480,Glutathione metabolism,GGT5,1.194633755,0.399937528,none,Ggt5,-0.288335761,0.897513374,none,none
393,hsa00480,Glutathione metabolism,GGCT,2.710995097,1.21E-07,up,Ggct,-4.691507398,2.05E-16,down,diff
394,hsa00480,Glutathione metabolism,CHAC1,1.01875265,0.09248973,none,Chac1,-0.778158127,0.504101582,none,none
395,hsa00480,Glutathione metabolism,CHAC2,11.05355183,1.71E-11,up,Chac2,-0.546250056,0.598647437,none,none
396,hsa00480,Glutathione metabolism,OPLAH,-2.428924704,0.262958927,none,Oplah,1.195725313,0.007542839,none,none
397,hsa00480,Glutathione metabolism,GCLC,2.808600111,5.85E-07,up,Gclc,0.35209363,0.446041021,none,none
398,hsa00480,Glutathione metabolism,GCLM,4.64770378,1.81E-13,up,Gclm,1.537277468,1.21E-08,up,same
399,hsa00480,Glutathione metabolism,GSS,2.432047104,0.206971279,none,Gss,4.961543548,4.00E-73,up,none
400,hsa00480,Glutathione metabolism,LAP3,1.518549132,0.003640249,up,Lap3,3.905960145,2.29E-25,up,same
